datetime,machineID,Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Target,RUL_hours,Failure_Type,month,hour,dayofweek
2016-10-17 04:25:22,211,L,310.0,320.0,1428,51.0,300,0,736,No Failure,10,4,0
2016-02-05 01:42:41,106,M,305.2,319.0,1443,48.8,300,0,2136,No Failure,2,1,4
2016-03-10 06:32:18,239,L,310.0,320.0,1430,64.5,300,0,424,No Failure,3,6,3
2017-04-18 11:17:21,39,M,304.8,317.6,1296,42.6,300,0,680,No Failure,4,11,1
2016-03-24 18:27:56,95,L,310.0,320.0,1325,43.4,300,0,936,No Failure,3,18,3
2017-05-06 04:44:39,35,L,310.0,320.0,1351,44.0,300,0,2944,No Failure,5,4,5
2018-02-21 19:29:49,299,L,310.0,320.0,1456,46.8,300,0,12424,No Failure,2,19,2
2015-05-12 21:31:50,3,L,310.0,320.0,1484,42.4,197,0,6064,No Failure,5,21,1
2017-02-28 02:31:42,133,M,304.5,317.1,1434,61.9,300,0,1584,No Failure,2,2,1
2019-02-18 16:39:15,337,L,310.0,320.0,1435,50.3,300,0,3848,No Failure,2,16,0
2016-01-08 09:18:31,221,L,310.0,320.0,1442,55.5,300,0,1832,No Failure,1,9,4
2016-01-30 01:27:23,106,M,305.1,318.7,1447,48.8,300,0,2280,No Failure,1,1,5
2015-12-29 20:41:48,31,H,295.0,305.0,1455,46.8,300,0,3808,No Failure,12,20,1
2016-08-07 13:46:15,22,M,304.3,316.8,1332,43.4,300,0,1488,No Failure,8,13,6
2017-05-06 15:30:49,97,L,310.0,320.0,1309,42.8,300,0,1264,No Failure,5,15,5
2016-07-19 10:21:29,124,L,310.0,320.0,1291,42.5,300,0,328,No Failure,7,10,1
2016-11-05 04:23:56,151,L,310.0,320.0,1434,50.8,300,0,1304,No Failure,11,4,5
2016-05-02 16:47:34,331,L,310.0,320.0,1488,41.9,300,0,28296,No Failure,5,16,0
2017-01-01 08:20:56,41,H,295.0,305.0,1425,66.6,300,0,96,No Failure,1,8,6
2017-04-09 18:18:19,116,H,295.0,305.0,1436,49.9,300,0,2616,No Failure,4,18,6
2017-12-01 19:54:30,311,H,295.0,305.0,1462,46.2,300,0,14456,No Failure,12,19,4
2017-02-11 10:06:00,24,M,304.9,320.0,1427,70.8,300,0,288,No Failure,2,10,5
2017-01-25 06:45:48,196,M,303.8,316.1,1444,55.5,300,0,3776,No Failure,1,6,2
2015-08-21 08:14:08,306,H,295.0,305.0,1495,40.5,300,0,34408,No Failure,8,8,4
2016-08-06 18:44:41,53,H,295.0,305.0,1427,51.3,300,0,456,No Failure,8,18,5
2015-10-08 11:49:13,16,M,303.8,318.3,1441,58.1,300,0,1320,No Failure,10,11,3
2016-04-01 10:24:40,191,M,306.5,320.0,1439,49.9,300,0,1568,No Failure,4,10,4
2015-02-04 12:31:01,183,M,300.1,310.1,1499,40.1,51,0,19104,No Failure,2,12,2
2016-05-30 22:11:59,216,L,310.0,320.0,1431,50.9,300,0,784,No Failure,5,22,0
2016-12-05 09:36:20,192,M,307.8,320.0,1429,50.8,300,0,1016,No Failure,12,9,0
2017-02-21 16:54:07,180,M,304.6,317.4,1431,51.0,300,0,1128,No Failure,2,16,1
2017-04-04 08:56:23,185,L,310.0,320.0,1427,51.6,300,0,384,No Failure,4,8,1
2016-10-03 12:28:58,242,H,295.0,305.0,1426,65.9,300,0,240,No Failure,10,12,0
2016-04-05 11:09:26,199,H,295.0,305.0,1439,49.8,300,0,1672,No Failure,4,11,1
2017-11-10 07:24:37,369,L,310.0,320.0,1463,46.0,300,0,14952,No Failure,11,7,4
2017-03-25 01:09:55,227,L,310.0,320.0,1327,43.3,300,0,1824,No Failure,3,1,5
2015-07-05 23:11:03,122,M,301.0,311.6,1489,42.4,278,0,9856,No Failure,7,23,6
2016-08-28 22:07:52,82,H,295.0,305.0,1432,63.0,300,0,920,No Failure,8,22,6
2016-10-30 00:53:59,243,L,310.0,320.0,1441,49.1,300,0,3104,No Failure,10,0,6
2016-07-07 08:56:09,27,L,310.0,320.0,1445,53.2,300,0,3408,No Failure,7,8,3
2015-08-20 15:10:25,87,L,310.0,320.0,1475,44.0,300,0,6128,No Failure,8,15,3
2017-06-22 18:13:29,146,L,310.0,320.0,1426,51.7,300,0,328,No Failure,6,18,3
2016-11-20 22:46:28,160,H,295.0,305.0,1441,56.8,300,0,3592,No Failure,11,22,6
2015-06-08 05:45:48,125,M,301.0,311.6,1485,42.5,239,0,7424,No Failure,6,5,0
2016-02-22 09:28:01,33,H,295.0,305.0,1435,50.0,300,0,1216,No Failure,2,9,0
2015-02-13 13:41:28,368,H,295.0,305.0,1500,40.1,63,0,38984,No Failure,2,13,4
2017-03-01 10:08:27,249,M,307.6,320.0,1433,50.8,300,0,1440,No Failure,3,10,2
2016-08-13 11:19:12,210,M,304.7,317.5,1430,64.2,300,0,616,No Failure,8,11,5
2016-10-06 23:36:18,20,L,310.0,320.0,1311,42.9,300,0,960,No Failure,10,23,3
2016-03-21 05:20:19,53,H,295.0,305.0,1453,47.7,300,0,3784,No Failure,3,5,0
2019-06-09 22:38:50,291,M,304.8,317.7,1427,51.6,300,0,992,No Failure,6,22,6
2015-09-27 12:34:40,48,H,295.0,305.0,1456,47.2,300,0,2680,No Failure,9,12,6
2017-07-04 12:09:09,381,H,295.0,305.0,1471,45.1,300,0,18000,No Failure,7,12,1
2016-08-15 14:02:58,187,L,310.0,320.0,1385,45.0,300,0,3128,No Failure,8,14,0
2017-04-16 03:52:56,236,M,305.7,319.9,1441,49.2,300,0,3792,No Failure,4,3,6
2015-09-21 18:17:55,91,M,300.9,311.4,1486,42.2,300,0,13504,No Failure,9,18,0
2019-01-25 16:18:05,358,H,295.0,305.0,1438,50.3,300,0,4280,No Failure,1,16,4
2016-09-02 10:17:55,161,H,295.0,305.0,1432,50.8,300,0,1072,No Failure,9,10,4
2015-08-29 00:25:36,115,M,302.7,314.3,1460,46.5,300,0,2944,No Failure,8,0,5
2016-11-12 02:48:59,42,H,295.0,305.0,1443,59.0,300,0,3048,No Failure,11,2,5
2016-05-12 03:39:43,46,L,310.0,320.0,1467,45.2,300,0,8936,No Failure,5,3,3
2019-03-26 08:47:33,311,H,295.0,305.0,1433,50.7,300,0,2968,No Failure,3,8,1
2019-02-12 16:22:08,316,L,310.0,320.0,1435,50.4,300,0,3736,No Failure,2,16,1
2016-04-19 21:21:36,218,M,304.1,316.5,1440,58.2,300,0,1744,No Failure,4,21,1
2016-03-28 09:41:27,169,H,295.0,305.0,1426,69.8,300,0,280,No Failure,3,9,0
2019-03-13 02:04:56,288,L,310.0,320.0,1433,50.5,300,0,3264,No Failure,3,2,2
2015-12-11 11:39:49,31,H,295.0,305.0,1460,46.5,300,0,4248,No Failure,12,11,4
2017-04-05 18:40:21,171,M,303.9,318.6,1441,58.9,300,0,3624,No Failure,4,18,2
2016-06-07 07:47:59,202,M,302.4,313.8,1467,45.7,300,0,8536,No Failure,6,7,1
2016-03-30 06:55:43,232,L,310.0,320.0,1438,63.0,300,0,1344,No Failure,3,6,2
2016-03-18 03:30:19,214,L,310.0,320.0,1420,45.9,300,0,3392,No Failure,3,3,4
2016-06-18 13:48:54,352,L,310.0,320.0,1485,42.1,300,0,27224,No Failure,6,13,5
2017-05-30 10:51:46,387,L,310.0,320.0,1470,44.5,300,0,18904,No Failure,5,10,1
2018-09-30 10:06:31,348,H,295.0,305.0,1443,48.9,300,0,7224,No Failure,9,10,6
2015-01-16 02:02:08,386,L,310.0,320.0,1501,40.2,23,0,39632,No Failure,1,2,4
2017-03-14 17:33:29,381,H,295.0,305.0,1476,44.1,300,0,20680,No Failure,3,17,1
2017-06-20 03:06:44,2,L,310.0,320.0,1425,52.0,300,1,0,Random Failures,6,3,1
2015-08-17 13:32:20,26,M,300.6,311.0,1491,41.5,300,0,16840,No Failure,8,13,0
2016-06-30 17:11:59,162,L,310.0,320.0,1426,51.7,300,0,200,No Failure,6,17,3
2016-11-03 20:00:24,88,M,304.4,320.0,1432,65.5,300,0,1328,No Failure,11,20,3
2018-04-23 18:19:10,253,M,303.1,315.0,1455,47.6,300,0,11032,No Failure,4,18,0
2016-08-17 12:46:46,122,M,305.0,318.0,1425,52.0,300,0,40,No Failure,8,12,2
2017-02-28 12:16:51,43,H,295.0,305.0,1430,63.4,300,0,1072,No Failure,2,12,1
2016-10-18 18:00:07,61,M,308.0,320.0,1429,51.1,300,0,808,No Failure,10,18,1
2016-07-18 16:59:08,76,L,310.0,320.0,1435,62.4,300,0,1048,No Failure,7,16,0
2015-10-02 11:48:09,200,M,302.0,313.2,1470,44.9,300,0,5504,No Failure,10,11,4
2016-03-08 16:06:12,191,M,305.6,319.6,1445,49.3,300,0,2136,No Failure,3,16,1
2016-11-12 23:19:44,134,M,304.6,317.3,1304,42.6,300,0,840,No Failure,11,23,5
2016-03-10 16:54:01,231,H,295.0,305.0,1443,57.5,300,0,2176,No Failure,3,16,3
2016-07-27 14:53:01,114,L,310.0,320.0,1436,60.4,300,0,1512,No Failure,7,14,2
2015-11-18 19:50:19,50,L,310.0,320.0,1437,50.1,300,0,960,No Failure,11,19,2
2015-09-08 17:41:21,216,L,310.0,320.0,1479,44.0,300,0,7152,No Failure,9,17,1
2016-05-17 01:52:25,49,M,303.5,315.6,1408,45.7,300,0,3328,No Failure,5,1,1
2016-12-02 22:59:55,192,M,307.7,320.0,1430,50.8,300,0,1072,No Failure,12,22,4
2015-11-29 11:13:35,59,M,304.5,320.0,1434,65.7,300,0,656,No Failure,11,11,6
2017-05-10 11:40:31,245,L,310.0,320.0,1427,51.6,300,0,480,No Failure,5,11,2
2016-07-26 07:22:09,161,H,295.0,305.0,1439,49.9,300,0,1992,No Failure,7,7,1
2016-12-12 16:11:16,280,M,301.4,312.2,1478,43.3,300,0,22968,No Failure,12,16,0
2017-03-04 01:38:14,32,M,303.8,316.1,1443,56.0,300,0,3752,No Failure,3,1,5
2019-05-31 11:25:02,271,H,295.0,305.0,1428,51.4,300,0,1352,No Failure,5,11,4
2016-02-07 00:27:41,106,M,305.3,319.2,1443,48.8,300,0,2088,No Failure,2,0,6
2016-09-25 09:25:15,79,M,307.6,320.0,1429,50.7,300,0,1008,No Failure,9,9,6
2016-12-14 08:43:20,54,M,304.7,317.5,1429,51.3,300,0,712,No Failure,12,8,2
2016-05-22 06:51:00,242,H,295.0,305.0,1447,52.1,300,0,3456,No Failure,5,6,6
2017-03-18 02:12:35,63,M,304.5,320.0,1433,65.9,300,0,1536,No Failure,3,2,5
2015-06-19 11:00:53,186,M,300.9,311.4,1485,42.1,251,0,8416,No Failure,6,11,4
2016-01-01 06:38:14,20,L,310.0,320.0,1469,44.5,300,0,7696,No Failure,1,6,4
2016-05-01 03:02:23,122,M,303.7,316.0,1445,49.0,300,0,2624,No Failure,5,3,6
2017-03-28 08:59:49,375,M,301.7,312.8,1474,44.2,300,0,20336,No Failure,3,8,1
2016-09-06 06:37:20,182,M,303.8,316.0,1439,56.0,300,0,2792,No Failure,9,6,1
2016-10-17 14:37:16,21,M,304.4,317.0,1434,61.4,300,0,1456,No Failure,10,14,0
2017-05-23 09:55:21,327,M,301.9,313.1,1472,44.6,300,0,19096,No Failure,5,9,1
2017-05-01 05:06:53,261,H,295.0,305.0,1471,44.3,300,0,19592,No Failure,5,5,0
2016-03-17 21:22:06,246,L,310.0,320.0,1428,51.4,300,0,360,No Failure,3,21,3
2015-07-27 17:25:04,308,H,295.0,305.0,1498,40.7,300,0,35016,No Failure,7,17,0
2016-04-21 20:50:57,216,L,310.0,320.0,1439,49.7,300,0,1728,No Failure,4,20,3
2016-10-17 09:21:17,192,M,306.4,320.0,1436,49.7,300,0,2192,No Failure,10,9,0
2017-05-24 03:28:32,64,H,295.0,305.0,1428,51.5,300,0,696,No Failure,5,3,2
2016-12-31 00:06:16,238,M,303.6,315.8,1389,45.0,300,0,4088,No Failure,12,0,5
2015-03-11 19:48:10,90,M,300.2,310.3,1496,40.5,107,0,11888,No Failure,3,19,2
2019-07-03 07:02:59,296,H,295.0,305.0,1426,51.7,300,0,624,No Failure,7,7,2
2017-05-21 12:02:02,236,M,306.4,320.0,1437,49.8,300,0,2944,No Failure,5,12,6
2016-04-18 08:50:31,340,H,295.0,305.0,1489,41.9,300,0,28656,No Failure,4,8,0
2015-02-25 14:32:02,226,H,295.0,305.0,1499,40.8,84,0,9360,No Failure,2,14,2
2016-01-06 19:58:37,87,L,310.0,320.0,1419,45.9,300,0,2768,No Failure,1,19,2
2016-08-27 03:28:01,181,H,295.0,305.0,1423,66.3,300,0,104,No Failure,8,3,5
2015-01-14 21:20:04,191,M,300.0,310.0,1499,40.0,20,0,12240,No Failure,1,21,2
2017-12-30 15:03:14,281,M,302.7,314.3,1460,46.4,300,0,13776,No Failure,12,15,5
2018-02-02 02:52:09,301,M,302.7,314.4,1456,46.6,300,0,12856,No Failure,2,2,4
2017-04-24 02:18:44,198,H,295.0,305.0,1437,50.0,300,0,2664,No Failure,4,2,0
2015-10-21 01:35:37,355,L,310.0,320.0,1493,40.8,300,0,32952,No Failure,10,1,2
2015-02-13 06:15:38,325,M,300.0,310.0,1499,40.0,63,0,38984,No Failure,2,6,4
2016-06-13 02:36:03,89,M,304.0,319.1,1440,60.5,300,0,2016,No Failure,6,2,0
2016-05-09 10:44:04,215,M,303.6,315.7,1445,53.5,300,0,2952,No Failure,5,10,0
2016-05-06 21:50:17,136,M,307.8,320.0,1432,51.0,300,0,752,No Failure,5,21,4
2017-01-15 13:16:24,334,M,301.5,312.3,1476,43.5,300,0,22040,No Failure,1,13,6
2017-05-03 19:52:26,224,H,295.0,305.0,1440,49.9,300,0,3000,No Failure,5,19,2
2015-06-08 18:46:51,146,L,310.0,320.0,1493,40.7,239,0,18208,No Failure,6,18,0
2016-08-26 09:12:25,49,M,304.6,317.3,1311,42.9,300,0,904,No Failure,8,9,4
2015-10-13 05:56:49,16,M,303.9,318.7,1439,59.2,300,0,1208,No Failure,10,5,1
2016-09-29 15:52:30,9,M,304.0,316.3,1363,44.3,300,0,2592,No Failure,9,15,3
2016-05-21 11:08:47,112,L,310.0,320.0,1436,62.6,300,0,1528,No Failure,5,11,5
2015-11-24 08:01:35,86,L,310.0,320.0,1437,50.1,300,0,952,No Failure,11,8,1
2017-06-16 22:13:56,196,M,304.8,317.8,1426,65.8,300,0,360,No Failure,6,22,4
2016-09-12 18:56:26,113,L,310.0,320.0,1450,51.4,300,0,4832,No Failure,9,18,0
2017-06-25 02:55:49,196,M,304.9,317.9,1425,66.5,300,0,160,No Failure,6,2,6
2016-06-03 20:48:42,283,L,310.0,320.0,1488,42.2,300,0,27552,No Failure,6,20,4
2016-12-22 12:02:32,258,H,295.0,305.0,1478,43.4,300,0,22624,No Failure,12,12,3
2018-11-14 02:00:12,314,H,295.0,305.0,1442,49.4,300,0,6088,No Failure,11,2,2
2017-05-29 15:01:33,179,H,295.0,305.0,1432,50.9,300,0,1440,No Failure,5,15,0
2016-12-27 20:50:27,335,L,310.0,320.0,1480,43.6,300,0,22536,No Failure,12,20,1
2016-05-27 03:54:45,233,M,304.3,320.0,1431,64.4,300,0,1160,No Failure,5,3,4
2019-02-12 09:28:02,381,H,295.0,305.0,1433,50.1,300,0,3888,No Failure,2,9,1
2017-03-01 08:56:03,62,H,295.0,305.0,1313,43.0,300,0,1256,No Failure,3,8,2
2016-04-06 23:45:04,166,L,310.0,320.0,1431,51.0,300,0,680,No Failure,4,23,2
2015-11-26 10:14:06,28,L,310.0,320.0,1436,50.2,300,0,896,No Failure,11,10,3
2015-12-14 04:02:11,102,M,303.2,316.0,1450,51.0,300,0,2776,No Failure,12,4,0
2015-12-05 05:51:55,154,M,304.7,317.6,1429,64.4,300,0,328,No Failure,12,5,5
2018-09-21 16:09:11,400,L,310.0,320.0,1446,48.9,300,0,7440,No Failure,9,16,4
2015-02-10 13:04:17,199,H,295.0,305.0,1498,40.2,60,0,11664,No Failure,2,13,1
2016-09-25 19:21:27,134,M,304.1,316.6,1344,43.8,300,0,1992,No Failure,9,19,6
2016-12-23 12:03:04,352,L,310.0,320.0,1478,43.4,300,0,22744,No Failure,12,12,4
2015-03-19 00:29:26,302,M,300.1,310.1,1499,40.1,115,0,38160,No Failure,3,0,3
2016-05-08 18:51:54,231,H,295.0,305.0,1431,66.9,300,0,752,No Failure,5,18,6
2015-07-24 00:25:01,16,M,302.4,313.8,1465,45.7,300,0,3160,No Failure,7,0,4
2015-02-27 13:17:43,186,M,300.2,310.3,1498,40.5,85,0,11080,No Failure,2,13,4
2017-10-20 22:11:52,348,H,295.0,305.0,1463,45.7,300,0,15512,No Failure,10,22,4
2016-07-19 13:56:13,114,L,310.0,320.0,1438,59.6,300,0,1704,No Failure,7,13,1
2017-02-26 10:56:14,140,M,304.4,317.1,1324,43.3,300,0,1632,No Failure,2,10,6
2015-10-01 10:18:03,390,M,300.3,310.5,1495,40.8,300,0,33472,No Failure,10,10,3
2016-01-27 20:30:32,216,L,310.0,320.0,1454,47.2,300,0,3784,No Failure,1,20,2
2016-08-25 21:28:54,247,M,305.0,320.0,1425,71.6,300,0,64,No Failure,8,21,3
2017-03-24 04:52:34,133,M,304.6,317.3,1428,63.5,300,0,1008,No Failure,3,4,4
2017-04-11 22:53:06,91,M,305.1,320.0,1426,72.2,300,1,0,Overstrain Failure,4,22,1
2015-10-11 23:40:18,186,M,301.9,313.0,1467,44.5,300,0,5704,No Failure,10,23,6
2015-12-12 23:44:57,100,M,303.6,317.5,1444,55.8,300,0,1968,No Failure,12,23,5
2019-06-23 02:16:08,296,H,295.0,305.0,1427,51.6,300,0,864,No Failure,6,2,6
2015-12-03 07:56:18,37,L,310.0,320.0,1454,47.7,300,0,3312,No Failure,12,7,3
2016-07-11 23:23:01,25,L,310.0,320.0,1298,42.6,300,0,528,No Failure,7,23,0
2019-02-10 02:33:37,381,H,295.0,305.0,1434,50.2,300,0,3944,No Failure,2,2,6
2017-03-31 20:32:20,107,H,295.0,305.0,1432,62.7,300,0,1360,No Failure,3,20,4
2017-01-29 14:13:20,227,L,310.0,320.0,1363,44.2,300,0,3120,No Failure,1,14,6
2015-02-07 04:44:05,102,M,300.1,310.1,1497,40.2,58,0,10160,No Failure,2,4,5
2016-05-12 13:26:15,143,M,304.9,317.9,1426,66.3,300,0,120,No Failure,5,13,3
2016-03-18 05:13:18,78,L,310.0,320.0,1334,43.6,300,0,1128,No Failure,3,5,4
2017-03-20 22:02:00,47,L,310.0,320.0,1432,51.1,300,0,1176,No Failure,3,22,0
2016-04-09 08:04:59,148,M,304.4,317.1,1316,42.9,300,0,824,No Failure,4,8,5
2016-01-10 11:47:35,231,H,295.0,305.0,1457,48.2,300,0,3640,No Failure,1,11,6
2016-07-19 18:55:48,121,L,310.0,320.0,1446,55.2,300,0,3392,No Failure,7,18,1
2015-08-18 12:08:35,48,H,295.0,305.0,1465,45.7,300,0,3632,No Failure,8,12,1
2016-09-10 15:18:51,137,M,304.6,317.3,1310,42.9,300,0,880,No Failure,9,15,5
2016-03-03 04:29:58,292,M,300.7,311.1,1490,41.6,300,0,29776,No Failure,3,4,3
2017-06-02 18:18:09,34,L,310.0,320.0,1429,51.2,300,0,904,No Failure,6,18,4
2015-10-20 11:36:23,226,H,295.0,305.0,1460,46.5,300,0,3648,No Failure,10,11,1
2016-10-24 23:37:00,14,M,304.8,317.7,1292,42.5,300,0,440,No Failure,10,23,0
2015-12-19 04:13:40,289,M,300.6,310.9,1494,41.4,300,0,31472,No Failure,12,4,5
2016-07-22 02:01:42,229,M,305.6,319.7,1441,49.1,300,0,2672,No Failure,7,2,4
2016-01-18 08:02:44,125,M,303.7,315.9,1444,48.9,300,0,2072,No Failure,1,8,0
2016-03-10 07:51:31,131,L,310.0,320.0,1434,61.4,300,0,944,No Failure,3,7,3
2016-03-05 15:01:13,169,H,295.0,305.0,1434,65.8,300,0,832,No Failure,3,15,5
2016-01-12 07:42:10,33,H,295.0,305.0,1445,48.6,300,0,2216,No Failure,1,7,1
2017-03-15 19:39:33,62,H,295.0,305.0,1304,42.8,300,0,920,No Failure,3,19,2
2016-04-10 09:47:11,181,H,295.0,305.0,1449,51.3,300,0,3424,No Failure,4,9,6
2017-01-30 11:29:25,326,H,295.0,305.0,1476,43.7,300,0,21728,No Failure,1,11,0
2019-03-29 07:36:35,337,L,310.0,320.0,1433,50.7,300,0,2920,No Failure,3,7,4
2016-05-19 10:46:48,4,M,303.3,315.3,1449,47.9,300,0,3808,No Failure,5,10,3
2016-12-14 11:20:34,165,H,295.0,305.0,1432,63.8,300,0,904,No Failure,12,11,2
2017-05-16 04:49:27,203,L,310.0,320.0,1437,50.0,300,0,2704,No Failure,5,4,1
2016-08-20 01:04:17,210,M,304.7,317.6,1427,64.8,300,0,456,No Failure,8,1,5
2015-06-19 14:26:30,326,H,295.0,305.0,1496,40.3,254,0,35928,No Failure,6,14,4
2016-04-15 10:45:49,362,M,300.8,311.2,1489,41.8,300,0,28744,No Failure,4,10,4
2016-11-08 05:06:00,279,H,295.0,305.0,1479,43.0,300,0,23712,No Failure,11,5,1
2015-06-18 09:54:05,115,M,301.6,312.5,1476,43.7,252,0,4696,No Failure,6,9,3
2015-04-04 13:33:00,374,H,295.0,305.0,1498,40.2,141,0,37744,No Failure,4,13,5
2016-02-11 13:36:48,308,H,295.0,305.0,1490,41.4,300,0,30272,No Failure,2,13,3
2016-03-30 07:14:48,184,L,310.0,320.0,1428,51.4,300,0,376,No Failure,3,7,2
2016-08-18 10:10:55,211,L,310.0,320.0,1439,49.7,300,0,2160,No Failure,8,10,3
2017-04-19 05:02:28,74,L,310.0,320.0,1284,42.3,300,0,256,No Failure,4,5,2
2016-12-11 03:15:59,72,M,307.4,320.0,1434,50.6,300,0,1480,No Failure,12,3,6
2016-11-08 14:42:54,121,L,310.0,320.0,1428,68.5,300,0,672,No Failure,11,14,1
2016-03-27 05:05:25,216,L,310.0,320.0,1444,48.9,300,0,2360,No Failure,3,5,6
2017-07-21 04:49:45,207,M,304.9,317.8,1425,51.7,300,0,248,No Failure,7,4,4
2016-02-23 20:57:26,68,L,310.0,320.0,1329,43.3,300,0,976,No Failure,2,20,1
2016-05-26 04:00:12,25,L,310.0,320.0,1347,43.8,300,0,1656,No Failure,5,4,3
2016-11-09 03:28:51,307,L,310.0,320.0,1479,43.0,300,0,23736,No Failure,11,3,2
2019-03-23 16:04:29,381,H,295.0,305.0,1432,50.6,300,0,2968,No Failure,3,16,5
2015-11-28 17:51:52,240,M,304.8,320.0,1428,69.5,300,0,248,No Failure,11,17,5
2016-06-03 05:35:58,114,L,310.0,320.0,1445,54.6,300,0,2824,No Failure,6,5,4
2017-04-18 10:20:46,266,M,301.8,312.8,1472,44.2,300,0,19896,No Failure,4,10,1
2017-11-19 11:19:07,298,M,302.5,314.0,1462,46.0,300,0,14792,No Failure,11,11,6
2017-05-19 16:38:36,202,M,305.0,317.9,1427,66.4,300,0,216,No Failure,5,16,4
2016-01-03 07:10:39,86,L,310.0,320.0,1425,52.0,300,0,8,No Failure,1,7,6
2017-06-22 19:28:01,10,L,310.0,320.0,1279,42.1,300,0,96,No Failure,6,19,3
2016-09-19 22:44:47,192,M,305.7,319.9,1441,49.2,300,0,2840,No Failure,9,22,0
2017-08-20 13:24:39,36,M,308.9,320.0,1427,52.0,300,0,216,No Failure,8,13,6
2015-10-29 04:25:54,319,M,300.4,310.6,1494,40.9,300,0,32800,No Failure,10,4,3
2016-10-25 12:18:47,127,M,305.5,319.6,1444,49.2,300,0,3288,No Failure,10,12,1
2015-11-25 22:06:50,86,L,310.0,320.0,1435,50.1,300,0,912,No Failure,11,22,2
2016-11-15 17:11:01,165,H,295.0,305.0,1433,60.9,300,0,1616,No Failure,11,17,1
2016-06-21 07:10:30,53,H,295.0,305.0,1436,50.1,300,0,1544,No Failure,6,7,1
2016-01-09 18:36:59,232,L,310.0,320.0,1452,49.6,300,0,3280,No Failure,1,18,5
2015-08-06 04:17:29,56,H,295.0,305.0,1459,45.9,300,0,2960,No Failure,8,4,3
2016-12-12 06:36:29,151,L,310.0,320.0,1427,51.6,300,0,408,No Failure,12,6,0
2017-04-02 17:11:23,11,H,295.0,305.0,1440,49.9,300,0,2856,No Failure,4,17,6
2016-09-10 05:24:08,157,M,306.2,320.0,1438,49.5,300,0,2296,No Failure,9,5,5
2017-08-20 20:58:21,319,M,302.2,313.6,1467,45.3,300,0,16912,No Failure,8,20,6
2017-09-05 09:44:04,224,H,295.0,305.0,1422,51.7,300,0,16,No Failure,9,9,1
2016-03-24 04:14:58,30,M,303.8,318.4,1442,58.3,300,0,2088,No Failure,3,4,3
2017-03-04 21:07:21,305,M,301.7,312.7,1476,44.1,300,0,20960,No Failure,3,21,5
2016-06-18 13:01:04,268,M,300.9,311.5,1486,42.2,300,0,27176,No Failure,6,13,5
2015-04-29 01:49:04,35,L,310.0,320.0,1496,40.4,176,0,20608,No Failure,4,1,2
2017-04-06 17:38:56,171,M,303.9,318.7,1441,59.1,300,0,3600,No Failure,4,17,3
2016-10-27 20:53:29,147,L,310.0,320.0,1425,46.3,300,0,5120,No Failure,10,20,3
2018-10-11 12:22:22,281,M,303.7,316.0,1443,49.0,300,0,6984,No Failure,10,12,3
2015-08-10 17:19:05,48,H,295.0,305.0,1467,45.4,300,0,3824,No Failure,8,17,0
2016-01-19 21:49:27,195,L,310.0,320.0,1457,46.5,300,0,4512,No Failure,1,21,1
2016-11-05 01:01:38,61,M,308.6,320.0,1428,51.7,300,0,392,No Failure,11,1,5
2015-12-08 12:17:27,194,M,304.8,317.7,1427,65.1,300,0,232,No Failure,12,12,1
2016-10-31 12:16:21,60,M,308.2,320.0,1430,51.4,300,0,664,No Failure,10,12,0
2019-02-15 22:31:57,271,H,295.0,305.0,1433,50.1,300,0,3888,No Failure,2,22,4
2016-01-18 20:54:09,375,M,300.5,310.8,1490,41.2,300,0,30824,No Failure,1,20,0
2015-12-29 17:57:58,95,L,310.0,320.0,1428,46.1,300,0,2984,No Failure,12,17,1
2017-07-15 15:58:21,26,M,305.0,318.0,1426,66.7,300,0,136,No Failure,7,15,5
2015-01-27 07:13:59,60,M,300.1,310.1,1499,40.1,39,0,16112,No Failure,1,7,1
2015-02-26 13:30:32,362,M,300.1,310.1,1500,40.1,84,0,38656,No Failure,2,13,3
2016-08-22 12:14:42,282,M,301.1,311.7,1483,42.6,300,0,25576,No Failure,8,12,0
2017-02-11 02:45:58,129,H,295.0,305.0,1296,42.4,300,0,728,No Failure,2,2,5
2015-08-19 00:12:57,11,H,295.0,305.0,1489,41.3,300,0,17056,No Failure,8,0,2
2017-04-15 04:45:41,140,M,304.8,317.7,1290,42.4,300,0,504,No Failure,4,4,5
2019-06-22 21:30:46,275,H,295.0,305.0,1428,51.7,300,0,848,No Failure,6,21,5
2017-08-11 23:39:34,36,M,308.6,320.0,1425,51.5,300,0,416,No Failure,8,23,4
2017-04-10 22:28:48,39,M,304.7,317.5,1300,42.6,300,0,864,No Failure,4,22,0
2017-03-16 19:07:59,113,L,310.0,320.0,1426,70.1,300,0,424,No Failure,3,19,3
2016-04-06 21:10:34,125,M,304.8,317.7,1424,51.6,300,0,152,No Failure,4,21,2
2015-09-01 09:57:49,28,L,310.0,320.0,1459,46.4,300,0,2984,No Failure,9,9,1
2018-03-12 04:55:51,388,H,295.0,305.0,1454,46.9,300,0,11976,No Failure,3,4,0
2016-09-29 02:17:44,350,M,301.2,311.9,1483,42.9,300,0,24736,No Failure,9,2,3
2016-01-22 13:34:07,17,L,310.0,320.0,1441,60.1,300,0,1552,No Failure,1,13,4
2016-09-28 01:23:40,104,L,310.0,320.0,1440,49.6,300,0,2480,No Failure,9,1,2
2016-07-05 19:32:16,60,M,304.7,318.1,1447,48.5,300,0,3504,No Failure,7,19,1
